215.0, 567.0
216.0, 581.0
239.0, 584.0
241.0, 562.0
498.0, 565.0
498.0, 581.0
523.0, 583.0
523.0, 565.0
39.0, 662.0
39.0, 697.0
85.0, 699.0
89.0, 661.0
728.0, 587.0
724.0, 639.0
752.0, 637.0
752.0, 586.0
3.0, 754.0
1019.0, 752.0
1020.0, 765.0
4.0, 765.0
594.0, 421.0
594.0, 434.0
702.0, 425.0
705.0, 435.0
901.0, 268.0
905.0, 312.0
956.0, 314.0
957.0, 268.0
9.0, 237.0
60.0, 237.0
60.0, 312.0
10.0, 316.0
5.0, 4.0
4.0, 65.0
1018.0, 64.0
1018.0, 4.0
31.0, 37.0
5.0, 70.0
35.0, 74.0
35.0, 106.0
12.0, 107.0
35.0, 89.0
128.0, 90.0
128.0, 51.0
167.0, 82.0
164.0, 372.0
189.0, 374.0
191.0, 84.0
76.0, 372.0
77.0, 392.0
188.0, 393.0
189.0, 370.0
240.0, 175.0
242.0, 203.0
267.0, 201.0
267.0, 176.0
241.0, 273.0
240.0, 296.0
266.0, 297.0
267.0, 275.0
396.0, 278.0
397.0, 297.0
445.0, 296.0
445.0, 277.0
397.0, 179.0
398.0, 202.0
437.0, 202.0
437.0, 182.0
549.0, 68.0
551.0, 388.0
572.0, 389.0
574.0, 73.0
295.0, 371.0
294.0, 390.0
573.0, 372.0
574.0, 393.0
209.0, 69.0
209.0, 86.0
449.0, 89.0
450.0, 76.0
613.0, 140.0
615.0, 160.0
636.0, 164.0
636.0, 140.0
739.0, 144.0
741.0, 163.0
764.0, 170.0
766.0, 143.0
673.0, 307.0
675.0, 323.0
702.0, 326.0
702.0, 307.0
900.0, 172.0
901.0, 186.0
956.0, 187.0
958.0, 171.0
996.0, 71.0
997.0, 91.0
1019.0, 95.0
1018.0, 70.0
803.0, 76.0
804.0, 384.0
830.0, 392.0
830.0, 73.0
804.0, 367.0
959.0, 367.0
958.0, 395.0
804.0, 393.0
845.0, 67.0
847.0, 84.0
912.0, 89.0
913.0, 69.0
