12, 9
37, 9
63, 9
88, 9
114, 9
140, 9
165, 9
191, 9
216, 9
242, 9
268, 9
293, 9
319, 9
344, 9
370, 9
396, 9
421, 9
447, 9
472, 9
498, 9
524, 9
549, 9
575, 9
600, 9
626, 9
652, 9
677, 9
703, 9
728, 9
754, 9
780, 9
805, 9
831, 9
856, 9
882, 9
908, 9
933, 9
959, 9
984, 9
1010, 9
12, 28
37, 28
63, 28
88, 28
114, 28
140, 28
165, 28
191, 28
216, 28
242, 28
268, 28
293, 28
319, 28
344, 28
370, 28
396, 28
421, 28
447, 28
472, 28
498, 28
524, 28
549, 28
575, 28
600, 28
626, 28
652, 28
677, 28
703, 28
728, 28
754, 28
780, 28
805, 28
831, 28
856, 28
882, 28
908, 28
933, 28
959, 28
984, 28
1010, 28
12, 47
37, 47
63, 47
88, 47
114, 47
140, 47
165, 47
191, 47
216, 47
242, 47
268, 47
293, 47
319, 47
344, 47
370, 47
396, 47
421, 47
447, 47
472, 47
498, 47
524, 47
549, 47
575, 47
600, 47
626, 47
652, 47
677, 47
703, 47
728, 47
754, 47
780, 47
805, 47
831, 47
856, 47
882, 47
908, 47
933, 47
959, 47
984, 47
1010, 47
12, 66
37, 66
63, 66
88, 66
114, 66
140, 66
165, 66
191, 66
216, 66
242, 66
268, 66
293, 66
319, 66
344, 66
370, 66
396, 66
421, 66
447, 66
472, 66
498, 66
524, 66
549, 66
575, 66
600, 66
626, 66
652, 66
677, 66
703, 66
728, 66
754, 66
780, 66
805, 66
831, 66
856, 66
882, 66
908, 66
933, 66
959, 66
984, 66
1010, 66
12, 85
37, 85
63, 85
88, 85
114, 85
140, 85
165, 85
191, 85
216, 85
242, 85
268, 85
293, 85
319, 85
344, 85
370, 85
396, 85
421, 85
447, 85
472, 85
498, 85
524, 85
549, 85
575, 85
600, 85
626, 85
652, 85
677, 85
703, 85
728, 85
754, 85
780, 85
805, 85
831, 85
856, 85
882, 85
908, 85
933, 85
959, 85
984, 85
1010, 85
12, 105
37, 105
63, 105
88, 105
114, 105
140, 105
165, 105
191, 105
216, 105
242, 105
268, 105
293, 105
319, 105
344, 105
370, 105
396, 105
421, 105
447, 105
472, 105
498, 105
524, 105
549, 105
575, 105
600, 105
626, 105
652, 105
677, 105
703, 105
728, 105
754, 105
780, 105
805, 105
831, 105
856, 105
882, 105
908, 105
933, 105
959, 105
984, 105
1010, 105
12, 124
37, 124
63, 124
88, 124
114, 124
140, 124
165, 124
191, 124
216, 124
242, 124
268, 124
293, 124
319, 124
344, 124
370, 124
396, 124
421, 124
447, 124
472, 124
498, 124
524, 124
549, 124
575, 124
600, 124
626, 124
652, 124
677, 124
703, 124
728, 124
754, 124
780, 124
805, 124
831, 124
856, 124
882, 124
908, 124
933, 124
959, 124
984, 124
1010, 124
12, 143
37, 143
63, 143
88, 143
114, 143
140, 143
165, 143
191, 143
216, 143
242, 143
268, 143
293, 143
319, 143
344, 143
370, 143
396, 143
421, 143
447, 143
472, 143
498, 143
524, 143
549, 143
575, 143
600, 143
626, 143
652, 143
677, 143
703, 143
728, 143
754, 143
780, 143
805, 143
831, 143
856, 143
882, 143
908, 143
933, 143
959, 143
984, 143
1010, 143
12, 162
37, 162
63, 162
88, 162
114, 162
140, 162
165, 162
191, 162
216, 162
242, 162
268, 162
293, 162
319, 162
344, 162
370, 162
396, 162
421, 162
447, 162
472, 162
498, 162
524, 162
549, 162
575, 162
600, 162
626, 162
652, 162
677, 162
703, 162
728, 162
754, 162
780, 162
805, 162
831, 162
856, 162
882, 162
908, 162
933, 162
959, 162
984, 162
1010, 162
12, 181
37, 181
63, 181
88, 181
114, 181
140, 181
165, 181
191, 181
216, 181
242, 181
268, 181
293, 181
319, 181
344, 181
370, 181
396, 181
421, 181
447, 181
472, 181
498, 181
524, 181
549, 181
575, 181
600, 181
626, 181
652, 181
677, 181
703, 181
728, 181
754, 181
780, 181
805, 181
831, 181
856, 181
882, 181
908, 181
933, 181
959, 181
984, 181
1010, 181
12, 201
37, 201
63, 201
88, 201
114, 201
140, 201
165, 201
191, 201
216, 201
242, 201
268, 201
293, 201
319, 201
344, 201
370, 201
396, 201
421, 201
447, 201
472, 201
498, 201
524, 201
549, 201
575, 201
600, 201
626, 201
652, 201
677, 201
703, 201
728, 201
754, 201
780, 201
805, 201
831, 201
856, 201
882, 201
908, 201
933, 201
959, 201
984, 201
1010, 201
12, 220
37, 220
63, 220
88, 220
114, 220
140, 220
165, 220
191, 220
216, 220
242, 220
268, 220
293, 220
319, 220
344, 220
370, 220
396, 220
421, 220
447, 220
472, 220
498, 220
524, 220
549, 220
575, 220
600, 220
626, 220
652, 220
677, 220
703, 220
728, 220
754, 220
780, 220
805, 220
831, 220
856, 220
882, 220
908, 220
933, 220
959, 220
984, 220
1010, 220
12, 239
37, 239
63, 239
88, 239
114, 239
140, 239
165, 239
191, 239
216, 239
242, 239
268, 239
293, 239
319, 239
344, 239
370, 239
396, 239
421, 239
447, 239
472, 239
498, 239
524, 239
549, 239
